image_id,difficulty,TP,FP,FN,FN_Details
Image__2023-03-02__14-06-39_label1_cls0,7,0,4,3,{'dirt': 3}
Image__2023-12-13__12-31-46_label0_cls0,7,0,7,0,{}
Image__2023-03-10__12-58-14_label0_cls0,7,0,7,0,{}
Image__2024-02-28__12-30-54_label0_cls0,7,0,7,0,{}
Image__2023-02-23__14-23-27_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-08__10-09-52_label2_cls0,7,0,4,3,{'dirt': 3}
Image__2023-03-01__13-51-59_label1_cls0,7,0,7,0,{}
Image__2024-05-16__12-26-03_label0_cls0,7,0,7,0,{}
Image__2023-03-10__13-34-41_label0_cls0,7,0,7,0,{}
Image__2024-03-26__13-25-55_label0_cls0,7,0,7,0,{}
Image__2023-03-06__13-49-47_label0_cls0,7,0,7,0,{}
Image__2023-02-27__14-22-20_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-15__13-46-02_label3_cls0,7,0,0,7,{'dirt': 7}
Image__2023-10-30__13-19-42_label0_cls0,7,0,5,2,{'dirt': 2}
Image__2023-02-28__14-18-23_label0_cls0,7,0,7,0,{}
Image__2023-03-15__14-05-34_label2_cls0,7,0,4,3,{'dirt': 3}
Image__2024-05-14__12-15-09_label0_cls0,7,0,7,0,{}
Image__2023-03-14__14-26-22_label2_cls0,7,0,5,2,{'dirt': 2}
Image__2023-03-09__14-54-11_label1_cls0,7,0,3,4,{'dirt': 4}
Image__2023-03-08__10-37-54_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-02-28__14-21-57_label0_cls0,7,0,7,0,{}
Image__2023-02-22__14-06-25_label2_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-02__13-59-32_label0_cls0,7,0,7,0,{}
Image__2023-03-01__13-19-29_label0_cls0,7,0,7,0,{}
Image__2023-12-11__12-38-47_label2_cls0,7,0,7,0,{}
Image__2023-03-02__14-10-32_label0_cls0,7,0,7,0,{}
Image__2023-03-10__13-18-31_label1_cls0,7,0,5,2,{'dirt': 2}
Image__2023-03-08__10-09-52_label0_cls0,7,0,4,3,{'dirt': 3}
Image__2023-03-14__14-14-02_label0_cls0,7,0,5,2,{'dirt': 2}
Image__2023-02-27__14-31-10_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-15__14-28-06_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-08__10-32-03_label1_cls0,7,0,7,0,{}
Image__2023-02-22__13-47-06_label2_cls0,7,0,6,1,{'dirt': 1}
Image__2023-05-24__12-39-56_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-14__14-03-05_label0_cls0,7,0,4,3,{'dirt': 3}
Image__2024-04-11__12-11-41_label0_cls0,7,0,7,0,{}
Image__2023-03-15__13-59-52_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-01__13-48-56_label0_cls0,7,0,7,0,{}
Image__2023-03-02__14-33-06_label0_cls0,7,0,7,0,{}
Image__2023-02-28__14-23-21_label0_cls0,7,0,7,0,{}
Image__2023-03-16__13-59-07_label1_cls0,7,0,5,2,{'dirt': 2}
Image__2023-02-27__13-50-16_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-10__13-26-56_label5_cls0,7,0,7,0,{}
Image__2023-03-14__14-18-17_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-01-30__15-25-04_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-02-27__13-57-01_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2024-05-14__12-18-00_label0_cls0,7,0,7,0,{}
Image__2023-03-13__13-31-06_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-01-30__15-25-04_label1_cls0,7,0,6,1,{'dirt': 1}
Image__2024-04-09__12-17-14_label0_cls0,7,0,7,0,{}
Image__2023-03-10__13-30-23_label0_cls0,7,0,7,0,{}
Image__2023-03-16__14-01-05_label0_cls0,7,0,5,2,{'dirt': 2}
Image__2023-02-22__13-35-28_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2024-01-09__13-21-27_label0_cls0,7,0,7,0,{}
Image__2024-03-23__12-26-49_label0_cls0,7,0,7,0,{}
Image__2023-03-08__10-05-37_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-06__13-16-00_label2_cls0,6,0,6,0,{}
Image__2023-10-30__13-27-27_label0_cls0,6,0,6,0,{}
Image__2023-02-27__14-23-06_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-06__13-21-35_label0_cls0,6,0,6,0,{}
Image__2023-02-28__13-52-33_label3_cls0,6,0,0,6,{'dirt': 6}
Image__2023-03-06__13-59-15_label0_cls0,6,0,6,0,{}
Image__2023-12-08__12-59-02_label0_cls0,6,0,6,0,{}
Image__2023-03-17__12-56-17_label4_cls0,6,0,0,6,{'dirt': 6}
Image__2023-03-02__13-51-11_label1_cls0,6,0,6,0,{}
Image__2024-02-21__12-34-48_label4_cls0,6,0,6,0,{}
Image__2023-03-15__14-30-11_label1_cls0,6,0,0,6,{'dirt': 6}
Image__2023-03-01__13-59-20_label0_cls0,6,0,6,0,{}
Image__2023-03-10__13-50-47_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-14__14-13-31_label1_cls0,6,0,3,3,{'dirt': 3}
Image__2023-12-13__12-28-16_label1_cls0,6,0,6,0,{}
Image__2023-02-28__13-54-22_label2_cls0,6,0,2,4,{'dirt': 4}
Image__2023-03-15__14-30-11_label2_cls0,6,0,0,6,{'dirt': 6}
Image__2023-03-15__14-09-01_label2_cls0,6,0,1,5,{'dirt': 5}
Image__2024-05-17__12-17-49_label0_cls0,6,0,6,0,{}
Image__2023-03-08__10-09-52_label1_cls0,6,0,3,3,{'dirt': 3}
Image__2023-02-27__14-32-03_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-08__10-24-13_label0_cls0,6,0,6,0,{}
Image__2023-03-14__14-02-26_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-09__14-38-51_label3_cls0,6,0,1,5,{'dirt': 5}
Image__2023-03-17__13-04-20_label2_cls0,6,0,2,4,{'dirt': 4}
Image__2023-03-09__14-43-53_label1_cls0,6,0,4,2,{'dirt': 2}
Image__2023-02-22__14-06-25_label5_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-06__13-36-09_label0_cls0,6,0,6,0,{}
Image__2023-12-16__13-32-44_label0_cls0,6,0,6,0,{}
Image__2023-03-01__13-51-59_label0_cls0,6,0,6,0,{}
Image__2023-03-09__14-38-51_label2_cls0,6,0,1,5,{'dirt': 5}
Image__2024-03-19__12-32-29_label0_cls0,6,0,6,0,{}
Image__2023-03-15__14-05-34_label0_cls0,6,0,3,3,{'dirt': 3}
Image__2023-03-06__13-17-33_label0_cls0,6,0,6,0,{}
Image__2023-02-28__14-26-35_label1_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-17__13-04-20_label0_cls0,6,0,2,4,{'dirt': 4}
Image__2023-02-22__14-04-27_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-05-24__12-54-45_label0_cls0,6,0,2,4,{'dirt': 4}
Image__2023-03-06__13-49-20_label0_cls0,6,0,6,0,{}
Image__2023-03-06__13-38-01_label0_cls0,6,0,6,0,{}
Image__2023-03-14__14-13-00_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-10__13-00-49_label0_cls0,6,0,6,0,{}
Image__2023-01-30__15-32-26_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-16__13-46-36_label0_cls0,6,0,3,3,{'dirt': 3}
Image__2023-03-06__13-44-26_label2_cls0,6,0,6,0,{}
Image__2023-03-02__13-32-14_label0_cls0,6,0,6,0,{}
Image__2023-12-26__12-52-59_label0_cls0,6,0,6,0,{}
Image__2023-02-22__13-51-50_label1_cls0,6,0,5,1,{'dirt': 1}
Image__2023-02-06__15-20-35_label0_cls0,6,0,3,3,{'dirt': 3}
Image__2023-03-01__13-42-20_label1_cls0,6,0,6,0,{}
Image__2024-04-10__12-20-08_label0_cls0,6,0,6,0,{}
Image__2023-02-23__14-26-32_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-02-27__14-35-33_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-02-27__14-02-38_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-12-26__12-52-59_label1_cls0,6,0,6,0,{}
Image__2023-03-13__13-05-30_label0_cls0,6,0,4,2,{'dirt': 2}
Image__2023-01-30__15-34-41_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-12-13__12-32-37_label0_cls0,6,0,6,0,{}
Image__2023-03-17__13-04-20_label3_cls0,6,0,1,5,{'dirt': 5}
Image__2023-03-15__14-09-01_label1_cls0,6,0,1,5,{'dirt': 5}
Image__2023-12-26__12-59-24_label0_cls0,6,0,6,0,{}
Image__2023-02-22__14-02-37_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2024-01-29__13-08-34_label0_cls0,6,0,6,0,{}
Image__2023-03-01__13-35-14_label0_cls0,6,0,6,0,{}
Image__2023-02-28__13-52-33_label1_cls0,6,0,4,2,{'dirt': 2}
Image__2023-03-14__14-04-26_label0_cls0,6,0,4,2,{'dirt': 2}
Image__2024-04-19__13-23-29_label0_cls0,6,0,6,0,{}
Image__2023-03-06__13-23-12_label0_cls0,6,0,6,0,{}
Image__2024-01-23__13-06-31_label0_cls0,6,0,6,0,{}
Image__2023-02-27__14-13-40_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-10__13-37-49_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2024-01-29__13-07-50_label0_cls0,6,0,6,0,{}
Image__2023-02-22__14-02-07_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-06__14-10-26_label0_cls0,6,0,6,0,{}
Image__2024-03-26__13-27-55_label0_cls0,6,0,6,0,{}
Image__2023-03-10__14-01-20_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-13__12-44-17_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2023-03-13__13-45-56_label0_cls0,6,0,5,1,{'dirt': 1}
Image__2024-01-22__12-03-26_label0_cls0,5,0,5,0,{}
Image__2023-03-15__14-30-11_label0_cls0,5,0,0,5,{'dirt': 5}
Image__2023-03-15__14-12-06_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-02-22__13-52-56_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2024-01-30__13-08-09_label0_cls0,5,0,5,0,{}
Image__2023-03-13__12-41-45_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-13__12-35-53_label0_cls0,5,0,0,5,{'dirt': 5}
Image__2023-03-13__12-35-53_label4_cls0,5,0,0,5,{'dirt': 5}
Image__2023-12-16__13-30-23_label5_cls0,5,0,5,0,{}
Image__2023-02-06__15-20-35_label1_cls0,5,0,2,3,{'dirt': 3}
Image__2023-03-08__10-02-23_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-15__13-28-18_label3_cls0,5,0,1,4,{'dirt': 4}
Image__2023-03-17__12-59-35_label0_cls0,5,0,1,4,{'dirt': 4}
Image__2023-03-15__13-52-56_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-13__12-35-53_label1_cls0,5,0,0,5,{'dirt': 5}
Image__2023-12-13__12-32-37_label1_cls0,5,0,5,0,{}
Image__2023-03-17__12-56-17_label2_cls0,5,0,0,5,{'dirt': 5}
Image__2023-03-10__13-19-30_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-10__13-39-06_label1_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-13__13-15-04_label1_cls0,5,0,3,2,{'dirt': 2}
Image__2023-03-15__14-09-01_label0_cls0,5,0,0,5,{'dirt': 5}
Image__2024-04-15__12-17-08_label1_cls0,5,0,5,0,{}
Image__2023-12-11__12-27-52_label1_cls0,5,0,5,0,{}
Image__2023-03-15__13-37-04_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-13__12-36-41_label1_cls0,5,0,2,3,{'dirt': 3}
Image__2023-03-13__13-46-30_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-02-01__15-26-56_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-02__13-58-30_label0_cls0,5,0,5,0,{}
Image__2023-03-15__14-19-09_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-01__13-15-44_label1_cls0,5,0,5,0,{}
Image__2023-03-10__14-02-21_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-16__13-55-42_label0_cls0,5,0,3,2,{'dirt': 2}
Image__2023-02-23__14-09-09_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-13__12-53-11_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-08__10-31-41_label0_cls0,5,0,5,0,{}
Image__2024-05-14__12-12-27_label0_cls0,5,0,5,0,{}
Image__2023-03-16__13-59-07_label0_cls0,5,0,3,2,{'dirt': 2}
Image__2023-03-14__14-09-54_label0_cls0,5,0,3,2,{'dirt': 2}
Image__2023-02-01__15-23-58_label0_cls0,5,0,3,2,{'dirt': 2}
Image__2023-03-10__13-06-46_label0_cls0,5,0,5,0,{}
Image__2023-03-15__14-30-11_label4_cls0,5,0,0,5,{'dirt': 5}
Image__2023-02-28__13-52-33_label4_cls0,5,0,0,5,{'dirt': 5}
Image__2023-02-27__13-45-24_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2024-04-11__12-12-54_label0_cls0,5,0,5,0,{}
Image__2023-02-28__13-50-18_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-16__13-46-36_label3_cls0,5,0,0,5,{'dirt': 5}
Image__2023-03-09__14-31-40_label0_cls0,5,0,5,0,{}
Image__2023-05-24__12-30-36_label0_cls0,5,0,1,4,{'dirt': 4}
Image__2023-03-06__13-49-47_label1_cls0,5,0,5,0,{}
Image__2024-03-18__12-27-01_label0_cls0,5,0,5,0,{}
Image__2023-03-15__14-30-11_label3_cls0,5,0,0,5,{'dirt': 5}
Image__2023-02-06__15-20-35_label2_cls0,5,0,2,3,{'dirt': 3}
Image__2023-02-28__13-57-32_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-02-22__14-05-21_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-06__13-19-32_label0_cls0,5,0,5,0,{}
Image__2023-03-01__13-49-53_label1_cls0,5,0,5,0,{}
Image__2023-02-28__14-30-25_label0_cls0,5,0,2,3,{'dirt': 3}
Image__2023-12-16__13-30-23_label9_cls0,5,0,5,0,{}
Image__2023-03-15__14-09-01_label4_cls0,5,0,0,5,{'dirt': 5}
Image__2023-03-13__12-36-41_label3_cls0,5,0,2,3,{'dirt': 3}
Image__2023-02-13__14-29-31_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-13__12-55-21_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-13__13-15-04_label0_cls0,5,0,3,2,{'dirt': 2}
Image__2023-03-15__13-45-17_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2024-04-25__13-21-10_label0_cls0,5,0,5,0,{}
Image__2024-01-23__13-08-38_label0_cls0,5,0,5,0,{}
Image__2023-03-13__12-35-53_label3_cls0,5,0,0,5,{'dirt': 5}
Image__2023-03-06__13-24-49_label0_cls0,5,0,5,0,{}
Image__2023-02-28__14-06-27_label0_cls0,5,0,5,0,{}
Image__2023-03-17__12-56-17_label0_cls0,5,0,0,5,{'dirt': 5}
Image__2023-03-13__12-35-53_label2_cls0,5,0,0,5,{'dirt': 5}
Image__2024-05-21__12-18-33_label0_cls0,5,0,5,0,{}
Image__2023-03-10__13-18-31_label0_cls0,5,0,3,2,{'dirt': 2}
Image__2023-03-15__13-31-05_label0_cls0,5,0,3,2,{'dirt': 2}
Image__2024-01-23__13-07-43_label0_cls0,5,0,5,0,{}
Image__2023-02-22__13-43-37_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-12-13__12-35-32_label0_cls0,5,0,5,0,{}
Image__2024-01-22__12-11-45_label0_cls0,5,0,5,0,{}
Image__2023-03-09__14-52-44_label1_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-09__14-52-44_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-08__10-07-30_label0_cls0,5,0,3,2,{'dirt': 2}
Image__2023-03-10__13-48-13_label1_cls0,5,0,2,3,{'dirt': 3}
Image__2023-03-17__13-06-24_label1_cls0,5,0,3,2,{'dirt': 2}
Image__2023-03-15__14-09-01_label3_cls0,5,0,0,5,{'dirt': 5}
Image__2023-05-24__12-38-21_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2023-03-17__12-51-13_label0_cls0,5,0,4,1,{'dirt': 1}
Image__2024-03-23__12-40-20_label0_cls0,5,0,5,0,{}
Image__2024-01-27__12-35-21_label0_cls0,5,0,5,0,{}
Image__2023-03-08__10-34-57_label1_cls0,5,0,5,0,{}
Image__2023-12-16__13-42-01_label0_cls0,4,0,4,0,{}
Image__2023-03-01__13-58-04_label0_cls0,4,0,4,0,{}
Image__2023-02-27__13-47-10_label1_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-14__14-06-05_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-12-16__13-30-23_label11_cls0,4,0,4,0,{}
Image__2024-04-16__12-12-57_label0_cls0,4,0,4,0,{}
Image__2023-03-15__13-55-06_label1_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-01__14-07-09_label1_cls0,4,0,4,0,{}
Image__2023-02-06__15-20-35_label4_cls0,4,0,1,3,{'dirt': 3}
Image__2023-03-06__13-25-39_label0_cls0,4,0,4,0,{}
Image__2023-03-01__13-52-27_label0_cls0,4,0,4,0,{}
Image__2023-02-24__10-37-32_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2024-04-09__12-20-20_label0_cls0,4,0,4,0,{}
Image__2023-03-09__14-42-25_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-14__14-04-54_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-02-22__14-03-27_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2024-04-09__12-16-34_label0_cls0,4,0,4,0,{}
Image__2023-03-13__13-16-52_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-15__13-53-45_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2024-05-16__12-17-49_label0_cls0,4,0,4,0,{}
Image__2023-03-15__13-28-18_label1_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-13__12-44-54_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-17__12-48-15_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-17__12-56-17_label3_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-15__14-04-20_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-14__14-03-52_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-08__10-35-59_label2_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-13__13-30-16_label4_cls0,4,0,0,4,{'dirt': 4}
Image__2023-02-28__13-54-22_label3_cls0,4,0,0,4,{'dirt': 4}
Image__2023-02-27__14-06-15_label2_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-15__14-07-27_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-09__14-53-46_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-14__14-09-19_label1_cls0,4,0,0,4,{'dirt': 4}
Image__2024-04-06__12-41-14_label0_cls0,4,0,4,0,{}
Image__2023-03-15__13-46-02_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-02-07__14-38-28_label6_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-15__13-49-27_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-14__14-09-19_label3_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-02__13-37-01_label0_cls0,4,0,4,0,{}
Image__2024-01-22__12-11-11_label0_cls0,4,0,4,0,{}
Image__2023-02-27__14-33-14_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-15__13-46-02_label5_cls0,4,0,0,4,{'dirt': 4}
Image__2024-03-18__12-29-06_label0_cls0,4,0,4,0,{}
Image__2023-12-16__13-42-01_label3_cls0,4,0,4,0,{}
Image__2023-03-16__13-49-51_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-15__13-49-27_label2_cls0,4,0,0,4,{'dirt': 4}
Image__2023-02-22__14-06-25_label1_cls0,4,0,3,1,{'dirt': 1}
Image__2023-02-01__15-22-01_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-02-28__14-04-28_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-15__14-05-34_label1_cls0,4,0,1,3,{'dirt': 3}
Image__2023-02-24__10-35-26_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-15__13-55-06_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-17__13-16-19_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-02-27__14-05-22_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2024-02-21__12-34-48_label1_cls0,4,0,4,0,{}
Image__2023-03-01__13-33-10_label0_cls0,4,0,4,0,{}
Image__2023-03-15__13-28-18_label2_cls0,4,0,0,4,{'dirt': 4}
Image__2023-02-27__14-03-45_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-17__13-16-19_label1_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-15__14-10-55_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-15__13-31-51_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-06__13-23-42_label0_cls0,4,0,4,0,{}
Image__2023-03-17__12-48-50_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-01__14-07-09_label0_cls0,4,0,4,0,{}
Image__2023-02-27__14-25-20_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-14__14-09-54_label1_cls0,4,0,2,2,{'dirt': 2}
Image__2024-03-16__13-43-31_label0_cls0,4,0,4,0,{}
Image__2023-03-15__13-36-24_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-02-06__15-20-35_label3_cls0,4,0,1,3,{'dirt': 3}
Image__2023-02-27__13-59-25_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-02-27__14-14-28_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-02-28__13-58-50_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-17__13-28-02_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-02-28__13-54-22_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-02-22__13-38-53_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-15__13-59-12_label1_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-10__13-26-56_label3_cls0,4,0,4,0,{}
Image__2024-03-16__13-46-55_label0_cls0,4,0,4,0,{}
Image__2024-02-26__12-45-59_label0_cls0,4,0,4,0,{}
Image__2024-02-28__12-32-59_label0_cls0,4,0,4,0,{}
Image__2023-03-15__13-49-27_label3_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-02__13-59-32_label1_cls0,4,0,4,0,{}
Image__2023-02-28__14-19-45_label2_cls0,4,0,4,0,{}
Image__2023-03-10__13-54-01_label1_cls0,4,0,1,3,{'dirt': 3}
Image__2023-03-08__10-36-56_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2024-03-19__12-26-35_label0_cls0,4,0,4,0,{}
Image__2023-03-15__13-49-27_label1_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-13__12-47-26_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-02__13-58-30_label1_cls0,4,0,4,0,{}
Image__2023-10-30__13-21-19_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-01__14-07-09_label6_cls0,4,0,4,0,{}
Image__2023-02-07__14-38-28_label7_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-02__14-29-00_label0_cls0,4,0,4,0,{}
Image__2023-03-10__13-25-49_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2024-03-16__13-47-29_label0_cls0,4,0,4,0,{}
Image__2023-03-01__14-07-09_label4_cls0,4,0,4,0,{}
Image__2024-05-17__12-25-46_label0_cls0,4,0,4,0,{}
Image__2024-05-16__12-20-13_label0_cls0,4,0,4,0,{}
Image__2023-03-13__13-07-35_label1_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-15__13-59-12_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-01__14-07-09_label2_cls0,4,0,4,0,{}
Image__2023-03-10__13-10-12_label0_cls0,4,0,4,0,{}
Image__2023-03-13__13-00-36_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2024-04-16__12-15-53_label0_cls0,4,0,4,0,{}
Image__2024-05-16__12-28-15_label0_cls0,4,0,4,0,{}
Image__2023-03-17__12-56-17_label1_cls0,4,0,0,4,{'dirt': 4}
Image__2023-02-28__13-57-32_label1_cls0,4,0,3,1,{'dirt': 1}
Image__2023-02-28__14-02-53_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2024-02-26__12-44-48_label0_cls0,4,0,4,0,{}
Image__2024-04-10__12-27-00_label0_cls0,4,0,4,0,{}
Image__2023-10-30__13-24-33_label0_cls0,4,0,4,0,{}
Image__2023-03-14__14-06-05_label3_cls0,4,0,1,3,{'dirt': 3}
Image__2023-03-01__13-24-18_label1_cls0,4,0,4,0,{}
Image__2023-02-28__13-54-22_label1_cls0,4,0,0,4,{'dirt': 4}
Image__2024-04-17__12-29-33_label0_cls0,4,0,4,0,{}
Image__2023-03-17__12-51-53_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-14__14-09-19_label2_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-15__13-28-18_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-16__14-00-03_label0_cls0,4,0,2,2,{'dirt': 2}
Image__2023-03-13__13-23-09_label0_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-13__13-33-54_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-17__12-58-44_label0_cls0,4,0,3,1,{'dirt': 1}
Image__2023-03-06__13-51-32_label0_cls0,4,0,4,0,{}
Image__2023-03-02__13-52-17_label0_cls0,4,0,4,0,{}
Image__2023-12-13__12-32-37_label2_cls0,4,0,4,0,{}
Image__2024-03-26__13-27-22_label0_cls0,4,0,4,0,{}
Image__2023-02-28__13-54-51_label1_cls0,4,0,0,4,{'dirt': 4}
Image__2023-03-15__14-07-27_label1_cls0,4,0,0,4,{'dirt': 4}
Image__2024-01-23__13-13-37_label0_cls0,3,0,3,0,{}
Image__2023-03-01__13-39-08_label0_cls0,3,0,3,0,{}
Image__2023-03-13__13-37-21_label0_cls0,3,0,0,3,{'dirt': 3}
Image__2024-03-02__13-14-23_label0_cls0,3,0,3,0,{}
Image__2024-04-10__12-14-56_label0_cls0,3,0,3,0,{}
Image__2023-02-23__14-32-08_label0_cls0,3,0,2,1,{'dirt': 1}
Image__2023-02-22__13-56-26_label3_cls0,3,0,2,1,{'dirt': 1}
Image__2023-03-01__14-00-49_label0_cls0,3,0,3,0,{}
Image__2023-02-28__14-18-48_label0_cls0,3,0,3,0,{}
Image__2023-03-10__13-55-14_label0_cls0,3,0,2,1,{'dirt': 1}
Image__2023-03-14__13-59-40_label3_cls0,3,0,0,3,{'dirt': 3}
Image__2023-03-13__12-36-41_label2_cls0,3,0,0,3,{'dirt': 3}
Image__2024-05-18__13-21-15_label0_cls0,3,0,3,0,{}
Image__2023-03-14__13-59-40_label2_cls0,3,0,0,3,{'dirt': 3}
